"WQ_event_id","Field_Name","Event_Date","Calendar_Year","Month_Number","Month","Season","frozen","Ratio","P_Load_lb","Sediment_Load_lb","P_per_Sediment_lb_per_ton"
990,"WF1",2017-06-14,2017,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.12,43.2,5.55555555555556
991,"WF1",2017-07-01,2017,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.252,36.1,13.9612188365651
992,"WF1",2017-07-12,2017,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.902,781,2.30985915492958
993,"WF2",2010-12-30,2010,12,"Dec","Post-growing season","Frozen","Orthophosphate / suspended sediment",0.0268,0.965,55.5440414507772
994,"WF2",2011-02-16,2011,2,"Feb","Pre-growing season","Frozen","Orthophosphate / suspended sediment",0.224,18,24.8888888888889
995,"WF2",2011-03-16,2011,3,"Mar","Pre-growing season","Frozen","Orthophosphate / suspended sediment",1.54,3610,0.853185595567867
996,"WF2",2011-04-10,2011,4,"Apr","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.102,7080,0.0288135593220339
997,"WF2",2011-04-26,2011,4,"Apr","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0777,833,0.186554621848739
998,"WF2",2011-06-18,2011,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.161,7020,0.0458689458689459
999,"WF2",2011-07-10,2011,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0303,1070,0.0566355140186916
1000,"WF2",2011-07-11,2011,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0649,2920,0.0444520547945206
1001,"WF2",2011-07-16,2011,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.239,5780,0.0826989619377163
1002,"WF2",2011-08-17,2011,8,"Aug","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0662,472,0.280508474576271
1003,"WF2",2012-03-06,2012,3,"Mar","Pre-growing season","Frozen","Orthophosphate / suspended sediment",1.12,25.2,88.8888888888889
1004,"WF2",2012-04-16,2012,4,"Apr","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0937,13200,0.0141969696969697
1005,"WF2",2012-04-18,2012,4,"Apr","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0308,8270,0.00744860943168077
1006,"WF2",2012-05-02,2012,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0144,1570,0.018343949044586
1007,"WF2",2012-05-03,2012,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.00963,4800,0.0040125
1008,"WF2",2012-05-05,2012,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.058,10900,0.0106422018348624
1009,"WF2",2012-05-24,2012,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0677,2310,0.0586147186147186
1010,"WF2",2012-05-26,2012,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0118,235,0.100425531914894
1011,"WF2",2012-06-16,2012,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0159,245,0.129795918367347
1012,"WF2",2012-06-19,2012,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0231,154,0.3
1013,"WF2",2012-06-20,2012,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0564,93.2,1.21030042918455
1014,"WF2",2012-07-21,2012,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.221,144,3.06944444444444
1015,"WF2",2013-06-21,2013,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",9.43,208,90.6730769230769
1016,"WF2",2013-06-22,2013,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.849,17.8,95.3932584269663
1017,"WF2",2014-03-29,2014,3,"Mar","Pre-growing season","Frozen","Orthophosphate / suspended sediment",2.37,32.5,145.846153846154
1018,"WF2",2014-05-08,2014,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.208,86.7,4.79815455594002
1019,"WF2",2014-05-12,2014,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.172,12.9,26.6666666666667
1020,"WF2",2014-05-19,2014,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.493,46.8,21.0683760683761
1021,"WF2",2014-06-01,2014,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.435,43.2,20.1388888888889
1022,"WF2",2014-06-07,2014,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.557,39.5,28.2025316455696
1023,"WF2",2014-06-15,2014,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",8.77,17.2,1019.76744186047
1024,"WF2",2014-06-19,2014,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",1.02,6.13,332.78955954323
1025,"WF2",2014-06-29,2014,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.454,8.7,104.367816091954
1026,"WF2",2014-07-12,2014,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.195,11.8,33.0508474576271
1027,"WF2",2014-08-30,2014,8,"Aug","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.57,2.25,506.666666666667
1028,"WF2",2014-09-04,2014,9,"Sep","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.763,88.9,17.1653543307087
1029,"WF2",2015-06-07,2015,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0103,18.3,1.12568306010929
1030,"WF2",2015-07-06,2015,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.354,245,2.88979591836735
1031,"WF2",2015-07-13,2015,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.146,9.86,29.6146044624746
1032,"WF2",2015-08-18,2015,8,"Aug","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.124,222,1.11711711711712
1033,"WF2",2015-10-31,2015,10,"Oct","Post-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.22,5.78,76.1245674740484
1034,"WF2",2015-11-12,2015,11,"Nov","Post-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.825,174,9.48275862068965
1035,"WF2",2015-11-16,2015,11,"Nov","Post-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.172,11.2,30.7142857142857
1036,"WF2",2016-03-06,2016,3,"Mar","Pre-growing season","Frozen","Orthophosphate / suspended sediment",0.511,69.7,14.6628407460545
1037,"WF2",2016-03-15,2016,3,"Mar","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.211,22.6,18.6725663716814
1038,"WF2",2016-03-30,2016,3,"Mar","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0507,12.6,8.04761904761905
1039,"WF2",2016-08-11,2016,8,"Aug","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.205,5.72,71.6783216783217
1040,"WF2",2016-09-06,2016,9,"Sep","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.445,97.7,9.10951893551689
1041,"WF2",2016-09-21,2016,9,"Sep","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.725,612,2.36928104575163
1042,"WF2",2017-04-15,2017,4,"Apr","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0541,2.6,41.6153846153846
1043,"WF2",2017-04-16,2017,4,"Apr","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.086,23.3,7.38197424892704
1044,"WF2",2017-04-20,2017,4,"Apr","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0963,11.7,16.4615384615385
1045,"WF2",2017-05-01,2017,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0984,15.3,12.8627450980392
1046,"WF2",2017-05-17,2017,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.165,72.1,4.57697642163662
1047,"WF2",2017-05-17,2017,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.233,13800,0.033768115942029
1048,"WF2",2017-05-20,2017,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0327,293,0.22320819112628
1049,"WF2",2017-07-01,2017,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0266,900,0.0591111111111111
1050,"WF2",2017-07-12,2017,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.19,3710,0.102425876010782
1,"AO1",2019-04-17,2019,4,"Apr","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",4.88,1200,8.13333333333333
2,"AO1",2019-09-03,2019,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0477,10.2,9.35294117647059
3,"AO1",2020-03-26,2020,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",1.36,556,4.89208633093525
4,"AO1",2020-03-30,2020,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",3.27,1820,3.59340659340659
5,"AO1",2020-05-26,2020,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",2.533,789,6.42078580481622
6,"AO1",2020-06-20,2020,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.697,204,6.83333333333333
7,"AO1",2021-03-09,2021,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",2.5,97.4,51.3347022587269
8,"AO1",2021-12-16,2021,12,"Dec","Post-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.088,9.93,17.7240684793555
9,"AO1",2022-03-16,2022,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",3.28,187,35.0802139037433
10,"AO1",2023-02-15,2023,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.166,21.9,15.1598173515982
11,"AO3",2021-03-11,2021,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",1.513,515,5.87572815533981
12,"AO3",2021-05-25,2021,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",78.4163,51300,3.0571656920078
13,"AO3",2021-05-31,2021,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",32.3176,22500,2.87267555555556
14,"AO3",2021-06-09,2021,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",25.5159,23400,2.18084615384615
15,"AO3",2021-06-10,2021,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",99.035,103000,1.92300970873786
16,"AO3",2021-06-21,2021,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",7.9468,8220,1.93352798053528
17,"AO3",2021-07-06,2021,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",8.2708,4990,3.3149498997996
18,"AO3",2021-07-20,2021,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",4.219,2100,4.01809523809524
19,"AO3",2021-08-08,2021,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",10.293,5820,3.53711340206186
20,"AO3",2021-08-11,2021,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",3.071,1470,4.17823129251701
21,"AO3",2021-09-21,2021,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",9.127,4580,3.98558951965065
22,"AO3",2021-12-16,2021,12,"Dec","Post-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.202,113,3.57522123893805
23,"AO3",2022-03-17,2022,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",1.344,436,6.1651376146789
24,"AO3",2022-04-12,2022,4,"Apr","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",31.7055,16100,3.93857142857143
25,"AO3",2022-04-20,2022,4,"Apr","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",2.3169,681,6.80440528634361
26,"AO3",2022-04-30,2022,4,"Apr","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",2.4733,825,5.99587878787879
27,"AO3",2022-05-12,2022,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",3.0681,1340,4.57925373134328
28,"AO3",2022-05-20,2022,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",30.548,15100,4.04609271523179
29,"AO3",2022-06-15,2022,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",5.7117,6430,1.77657853810264
30,"AO3",2022-08-07,2022,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",15.321,8180,3.74596577017115
31,"AO3",2022-08-13,2022,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.9539,818,4.77726161369193
32,"AO3",2022-11-10,2022,11,"Nov","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.2988,110,5.43272727272727
33,"AO3",2023-04-03,2023,4,"Apr","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",4.71,508,18.5433070866142
34,"AO3",2023-07-05,2023,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",2.426,791,6.13400758533502
35,"AO3",2023-07-24,2023,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",8.272,2750,6.016
36,"AO3",2023-07-28,2023,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",6.567,2280,5.76052631578947
37,"AO3",2023-07-29,2023,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.746,539,6.47866419294991
38,"AO3",2023-08-17,2023,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.496,458,6.53275109170306
39,"AR1",2017-01-16,2017,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.122,41.4,5.89371980676329
40,"AR1",2017-01-19,2017,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.27,49.5,10.9090909090909
41,"AR1",2017-05-01,2017,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0902,48.7,3.70431211498973
42,"AR1",2017-05-17,2017,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.3605,299,2.41137123745819
43,"AR1",2017-05-21,2017,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.1169,79.9,2.9261576971214
44,"AR1",2017-05-23,2017,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0872,55.1,3.16515426497278
45,"AR1",2017-05-23,2017,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.064,634,3.35646687697161
46,"AR1",2017-05-28,2017,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.15285,103,2.96796116504854
47,"AR1",2017-06-29,2017,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.124,60.6,4.09240924092409
48,"AR1",2017-07-12,2017,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.053,20.4,5.19607843137255
49,"AR1",2017-07-16,2017,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.052,21.4,4.85981308411215
50,"AR1",2017-07-21,2017,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.084,19.1,8.7958115183246
51,"AR1",2017-07-27,2017,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.049,7.81,12.5480153649168
52,"AR1",2017-08-10,2017,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.043,17.2,5
53,"AR1",2018-01-21,2018,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",3.09,188,32.8723404255319
54,"AR1",2018-02-15,2018,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.279,16.1,34.6583850931677
55,"AR1",2018-02-19,2018,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",1.6597,123,26.9869918699187
56,"AR1",2018-02-22,2018,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.6641,39.4,33.7106598984772
57,"AR1",2018-06-16,2018,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00133,0.374,7.11229946524064
58,"AR1",2018-06-19,2018,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00058,0.139,8.34532374100719
59,"AR1",2018-07-01,2018,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.051,16.1,6.33540372670807
60,"AR1",2018-08-09,2018,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.125,39.2,6.37755102040816
61,"AR1",2018-08-17,2018,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.734,245,5.99183673469388
62,"AR1",2018-09-02,2018,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.1859,63.1,5.89223454833598
63,"AR1",2018-09-02,2018,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",3.129,1380,4.53478260869565
64,"AR1",2018-09-03,2018,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",4.115,1830,4.49726775956284
65,"AR1",2018-09-20,2018,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.55,251,4.38247011952191
66,"AR1",2018-10-01,2018,10,"Oct","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.029,11.4,5.08771929824561
67,"AR1",2018-10-02,2018,10,"Oct","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",2.26,998,4.52905811623246
68,"AR1",2018-10-06,2018,10,"Oct","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",2.45,881,5.56186152099887
69,"AR1",2018-12-27,2018,12,"Dec","Post-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.28,61.2,9.15032679738562
70,"AR1",2019-01-07,2019,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.302,50.5,11.960396039604
71,"AR1",2019-02-03,2019,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",1.016,71.9,28.2614742698192
72,"AR1",2019-02-23,2019,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",1.2861,62.2,41.3536977491961
74,"AR1",2019-09-10,2019,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.101,23.7,8.52320675105485
75,"AR1",2019-09-12,2019,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.091,26.2,6.94656488549619
76,"AR1",2019-09-22,2019,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.781,661,5.38880484114977
77,"AR1",2019-10-02,2019,10,"Oct","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",5.95,2380,5
