"USGS_Station_Number","Field_Name","discrete","estimated","estimated_flow_fraction","frozen","storm","unique_storm_number","n_sub_flow_events","Q_start","Q_end","runoff_volume","peak_discharge","rain_mm","duration_hr","Ievent_mm_hr","I5_mm_hr","I10_mm_hr","I15_mm_hr","I30_mm_hr","I60_mm_hr","energy_m1","erosivity_m1","energy_m2","erosivity_m2","ARFdays1_mm","ARFdays2_mm","ARFdays7_mm","ARFdays14_mm","suspended_sediment_conc_mgL","suspended_sediment_load_pounds","suspended_sediment_yield_pounds_per_acre","total_dissolved_solids_conc_mgL","total_dissolved_solids_load_pounds","total_dissolved_solids_yield_pounds_per_acre","orthophosphate_conc_mgL","orthophosphate_load_pounds","orthophosphate_yield_pounds_per_acre","total_phosphorus_unfiltered_conc_mgL","total_phosphorus_unfiltered_load_pounds","total_phosphorus_unfiltered_yield_pounds_per_acre","remark_suspended_sediment","remark_total_dissolved_solids","remark_orthophosphate","remark_total_phosphorus_unfiltered","WQ_event_id","BasinArea_ac","area_ft2","runoff_mm","Monitoring","FarmEnterprise","CropRotation","LandCover","LandCover_Updated","Tile","Tile_Notes","SoilType","Hydrologic_Group","DrainageClass","MeanSlope_per","Clay_Fraction","Water_Year","Season","Tillage_Basin_Coverage","Tillage_Total","Tillage_Fall","Tillage_Spring","Tillage_Summer","Tillage_Summer_Previous","Crop_Basin_Coverage","Previous_PerennialFrac","Current_PerennialFrac","Residue_Fall_Frac","Residue_Spring_Frac","PerennialFrac","Crop_Source","Tillage_Passes","Tillage_Window","Residue_Frac","Residue"
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2004-13",1,2004-05-08 23:17:00,2004-05-09 04:35:00,4523,0.7846,35.3568,1.833,19.28622,113.0808,94.7928,87.6808,53.6956,30.5308,1396,29.52,1364,28.84,25.1968,25.1968,27.94,43.942,290,81.9,3.71,,,,0.214,0.0604,0.00273,0.744,0.21,0.00951,,,,,565,22.1,962676,1.43206063099111,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Previous crop",0,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2004-14",1,2004-05-13 02:10:00,2004-05-13 05:36:00,946.9,0.1667,13.2842,4.533,2.93116,83.5152,56.0832,40.2336,23.8252,12.5984,507.9,4.764,495.5,4.648,0,0,64.4398,66.9544,132,7.8,0.353,,,,0.322,0.019,0.000861,0.721,0.0426,0.00193,,,,,566,22.1,962676,0.299805043441407,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Previous crop",0,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2004-15",1,2004-05-13 22:53:00,2004-05-14 04:00:00,2991,0.679,7.366,1.25,5.8928,27.7368,19.3548,14.732,11.0744,6.9088,233.4,1.018,232.2,1.013,14.4272,14.4272,76.3524,81.3816,194,36.2,1.64,,,,0.161,0.0301,0.00136,0.642,0.12,0.00542,,,,,567,22.1,962676,0.94700272989043,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Previous crop",0,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2004-16",1,2004-05-14 15:25:00,2004-05-15,4131,0.2928,7.3152,6.683,1.094486,2.7432,2.7432,2.7432,1.8288,1.8288,115.4,0.08308,140.1,0.1008,7.5946,22.0218,83.947,88.9762,92,23.7,1.07,,,,0.153,0.0395,0.00179,0.358,0.0923,0.00418,,,,,568,22.1,962676,1.30794659885569,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Previous crop",0,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2004-17",1,2004-05-21 23:38:00,2004-05-22 03:40:00,1303,0.1947,6.4008,2.4,2.667,8.2296,5.4864,5.4864,4.572,3.6576,127.1,0.2288,155.2,0.2794,4.8006,27.178,29.0068,120.269,6,0.488,0.0221,,,,0.165,0.0134,0.000607,0.383,0.0311,0.00141,,,,,569,22.1,962676,0.412552509878713,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Previous crop",0,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2004-18",2,2004-05-22 07:07:00,2004-05-22 21:00:00,2781,0.1655,5.4864,11.03,0.497332,5.4864,5.4864,4.572,3.6576,2.5146,97.79,0.1408,107.5,0.1548,11.2014,33.5788,35.4076,126.6698,80.8,14,0.635,,,,0.128,0.0222,0.001,0.287,0.0499,0.00226,,,,,570,22.1,962676,0.880513069817883,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Previous crop",0,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2004-19",1,2004-05-23 11:16:00,2004-05-23 20:00:00,21290,2.79,27.2796,7.117,3.83286,45.72,32.004,24.384,15.748,13.97,792.9,4.916,817.6,5.069,2.5146,16.6878,40.894,71.6026,236,314,14.2,,,,0.072,0.0957,0.00433,0.452,0.601,0.0272,,,,,571,22.1,962676,6.74078506164068,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Previous crop",0,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2004-20",2,2004-05-23 22:27:00,2004-05-24 20:00:00,73050,11.6,37.084,8.85,4.191,94.488,86.868,76.2,48.26,26.416,1413,26.85,1377,26.16,27.2796,36.6522,68.1736,98.6536,331,1510,68.4,,,,0.053,0.241,0.0109,0.523,2.38,0.108,,,,,572,22.1,962676,23.1289031823791,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Previous crop",0,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2004-21",2,2004-05-31 14:03:00,2004-06-01,23830,2.844,28.194,7.667,3.67792,42.672,24.384,17.272,12.7,10.414,857.1,4.286,875.4,4.377,10.668,11.684,15.24,120.4976,119,177,8.02,,,,0.055,0.0814,0.00368,0.379,0.564,0.0255,,,,,573,22.1,962676,7.54499333108959,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Previous crop",0,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2004-22",1,2004-06-09 07:11:00,2004-06-09 11:30:00,30220,12.62,56.896,2.2,25.8572,176.784,158.496,151.384,108.712,54.864,2412,103.2,2353,100.7,0,0,0.254,44.45,73,138,6.23,,,,0.08,0.151,0.00683,0.257,0.485,0.0219,,,,,574,22.1,962676,9.56817870186854,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2004-24",1,2004-06-11 08:43:00,2004-06-11 18:34:00,10200,0.6014,14.224,10.23,1.389888,6.096,6.096,5.08,4.572,3.556,262.7,0.4729,316.9,0.5704,3.302,66.294,66.548,107.188,33,21,0.951,,,,0.044,0.028,0.00127,0.247,0.157,0.00712,,,,,575,22.1,962676,3.22949777495232,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2004-25",1,2004-06-12 09:16:00,2004-06-12 12:48:00,3399,0.5847,5.08,3.433,1.47955,9.144,7.62,6.096,5.08,3.048,109,0.218,123,0.246,13.462,16.764,80.772,121.412,42,8.91,0.403,,,,0.095,0.0202,0.000912,0.208,0.0441,0.002,,,,,576,22.1,962676,1.07618264088852,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2004-26",1,2004-06-13 19:12:00,2004-06-13 21:50:00,3205,0.8376,6.604,5.75,1.148588,24.384,18.288,13.208,8.128,4.318,186.9,0.598,185.8,0.5947,0,5.334,85.598,125.476,52,10.4,0.471,,,,0.085,0.017,0.00077,0.23,0.046,0.00208,,,,,577,22.1,962676,1.01475885967865,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2004-27",1,2004-06-17 05:35:00,2004-06-17 09:35:00,7540,1.82,23.622,4.1,5.76072,115.824,79.248,58.928,35.052,21.336,863.8,11.92,848.6,11.71,0,0,32.512,93.726,130,61.2,2.77,,,,0.211,0.0993,0.00449,0.728,0.343,0.0155,,,,,578,22.1,962676,2.38729541403338,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Growing season",0.94,0,0,0,0,,0.94,0.94,0.94,0.94,0.94,0.94,"Current crop",0,"Current pre-growing season + growing season",,
"USGS-442916087362600","P2",1,0,0,"Frozen","Storm","2005-1",1,2004-12-30 18:46:00,2004-12-31 02:49:00,5834,0.265,6.604,11.58,0.57023,6.096,6.096,5.08,4.064,2.794,118.8,0.19,134,0.2144,0,0,0,0,28,10.2,0.461,188,68.5,3.1,0.344,0.125,0.00567,0.413,0.15,0.00681,,,,,579,22.1,962676,1.84714608030116,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2005,"Post-growing season",0.94,2.82,0.94,1.88,0,0,0.94,0.94,0,0.94,0.94,0.94,"Previous crop",0.94,"Previous growing season + current post-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Frozen","Storm","2005-4",1,2005-01-12 23:30:00,2005-01-13 07:00:00,7019,0.3612,1.016,3.533,0.287528,3.048,1.524,1.016,1.016,0.508,18.72,0.007487,16.5,0.006602,5.334,5.588,5.588,23.114,83,36.4,1.65,188,82.4,3.73,0.09,0.0394,0.00178,0.419,0.184,0.00831,,,,,580,22.1,962676,2.22233773356768,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2005,"Pre-growing season",0.94,2.82,0.94,1.88,0,0,0.94,0.94,0,0.94,0.94,0.94,"Previous crop",2.82,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Frozen","Storm","2005-5",1,2005-02-06 03:11:00,2005-02-08 03:21:00,60470,0.7738,8.4582,20.67,0.409194,5.4864,4.1148,3.6576,2.7432,2.0574,127.7,0.1379,136.7,0.1477,0,0,0,0,102,385,17.4,72,272,12.3,0.03,0.0566,0.00256,0.342,1.29,0.0584,,,"<",,581,22.1,962676,19.1458559266046,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2005,"Pre-growing season",0.94,2.82,0.94,1.88,0,0,0.94,0.94,0,0.94,0.94,0.94,"Previous crop",2.82,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Frozen","Storm","2005-6",1,2005-03-06 18:40:00,2005-03-07 16:14:00,28260,0.6014,0,,,,,,,,,,,,0,0,0,0,19,33.5,1.52,82,145,6.55,0.1,0.176,0.00798,0.19,0.335,0.0152,,,,,582,22.1,962676,8.94760854119143,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2005,"Pre-growing season",0.94,2.82,0.94,1.88,0,0,0.94,0.94,0,0.94,0.94,0.94,"Previous crop",2.82,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Frozen","Storm","2005-7",1,2005-03-24 19:02:00,2005-03-25 05:00:00,12890,0.6302,0,,,,,,,,,,,,0,0,0,0,89,71.6,3.24,146,118,5.32,0.04,0.0322,0.00146,0.25,0.201,0.00911,,,,,583,22.1,962676,4.08119865873877,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2005,"Pre-growing season",0.94,2.82,0.94,1.88,0,0,0.94,0.94,0,0.94,0.94,0.94,"Previous crop",2.82,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Frozen","Storm","2005-8",1,2005-03-25 18:03:00,2005-03-26 02:59:00,12770,0.6918,0,,,,,,,,,,,,0,0,0,0,99,78.9,3.57,132,105,4.76,0.02,0.0159,0.000722,0.36,0.287,0.013,,,,,584,22.1,962676,4.04320456726874,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2005,"Pre-growing season",0.94,2.82,0.94,1.88,0,0,0.94,0.94,0,0.94,0.94,0.94,"Previous crop",2.82,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Frozen","Storm","2005-11",1,2005-03-28 15:31:00,2005-03-29 01:02:00,14920,0.7928,0,,,,,,,,,,,,0,0,0,0,881,821,37.1,164,153,6.91,0.02,0.0186,0.000843,1.11,1.03,0.0468,,,,,585,22.1,962676,4.72393203944006,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2005,"Pre-growing season",0.94,2.82,0.94,1.88,0,0,0.94,0.94,0,0.94,0.94,0.94,"Previous crop",2.82,"Current post-growing season + pre-growing season",0.94,"Partial"
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2005-13",1,2005-08-19 02:40:00,2005-08-19 03:41:00,2892,2.405,116.6114,3.367,34.6456,178.9176,169.6212,158.5976,131.7752,102.3366,4867,252.5,4751,246.5,0,0,5.9436,19.4564,519,93.7,4.24,64,11.6,0.523,0.141,0.0255,0.00115,0.89,0.161,0.00727,,,,,586,22.1,962676,0.915657604427658,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2005,"Growing season",0.94,2.82,0.94,1.88,0,0,0.94,0.94,0,0.94,0.94,0,"Current crop",1.88,"Current pre-growing season + growing season",,
"USGS-442916087362600","P2",0,0,0,"Frozen","Storm","2006-4",1,2006-01-29 11:29:00,2006-01-29 22:00:00,7639,0.2605,34.0614,23.12,1.473454,8.2296,6.858,5.4864,5.4864,4.1148,587.9,1.27,725.8,1.568,0,0,0,0,47,22.4,1.01,454,217,9.8,0.236,0.113,0.00509,0.43,0.205,0.00928,,,,,587,22.1,962676,2.41864053949615,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2006,"Pre-growing season",0.94,2.82,0.94,1.88,0,0,0.94,0,0,0,0,0,"Previous crop",2.82,"Current post-growing season + pre-growing season",0,"No"
"USGS-442916087362600","P2",0,0,0,"Frozen","Storm","2006-5",1,2006-03-09 21:15:00,2006-03-10 10:15:00,8876,0.2486,0.6858,7.65,0.0896366,2.7432,1.3716,0.9144,0.4572,0.2286,13.26,0.002387,9.277,0.00167,3.6576,5.715,12.573,13.0302,25,13.9,0.627,202,112,5.06,0.14,0.0776,0.00351,0.243,0.135,0.00609,,,,,588,22.1,962676,2.81029629906635,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2006,"Pre-growing season",0.94,2.82,0.94,1.88,0,0,0.94,0,0,0,0,0,"Previous crop",2.82,"Current post-growing season + pre-growing season",0,"No"
"USGS-442916087362600","P2",0,0,0,"Frozen","Storm","2006-6",1,2006-03-10 18:00:00,2006-03-11 04:09:00,15070,1.012,0,,,,,,,,,,,,0.6858,4.3434,13.0302,13.716,132,124,5.62,178,167,7.58,0.093,0.0875,0.00396,0.326,0.307,0.0139,,,,,589,22.1,962676,4.77142465377759,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2006,"Pre-growing season",0.94,2.82,0.94,1.88,0,0,0.94,0,0,0,0,0,"Previous crop",2.82,"Current post-growing season + pre-growing season",0,"No"
"USGS-442916087362600","P2",0,0,0,"Frozen","Storm","2006-7",2,2006-03-11 17:00:00,2006-03-12 10:45:00,19110,1.895,8.4836,0.7167,11.8364,30.48,26.2128,19.304,15.1384,8.4836,295.2,1.76,285.4,1.701,0,0.2286,12.573,13.716,1380,1640,74.2,372,444,20.1,0.123,0.146,0.00661,2.14,2.56,0.116,,,,,590,22.1,962676,6.05055906660185,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2006,"Pre-growing season",0.94,2.82,0.94,1.88,0,0,0.94,0,0,0,0,0,"Previous crop",2.82,"Current post-growing season + pre-growing season",0,"No"
"USGS-442916087362600","P2",0,0,0,"Frozen","Storm","2006-9",1,2006-03-13 05:45:00,2006-03-14 01:15:00,18660,1.154,14.1732,17.77,0.797814,10.9728,9.6012,9.144,7.3152,7.0866,313,0.9015,351.4,1.012,0.4572,8.9408,20.1422,22.6568,1240,1440,65.2,516,601,27.2,0.113,0.132,0.00596,2.06,2.4,0.109,,,,,591,22.1,962676,5.90808122358924,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2006,"Pre-growing season",0.94,2.82,0.94,1.88,0,0,0.94,0,0,0,0,0,"Previous crop",2.82,"Current post-growing season + pre-growing season",0,"No"
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2006-12",1,2006-05-17 18:40:00,2006-05-17 22:15:00,2865,0.7048,3.8862,2.017,1.927098,16.4592,12.3444,10.0584,5.4864,2.9718,102.9,0.2223,106.4,0.2299,1.8288,3.8862,94.6912,101.092,4480,802,36.3,270,48.3,2.19,0.028,0.00501,0.000227,8.06,1.44,0.0652,,,,,592,22.1,962676,0.907108933846902,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2006,"Pre-growing season",0.94,2.82,0.94,1.88,0,0,0.94,0,0,0,0,0,"Previous crop",2.82,"Current post-growing season + pre-growing season",0,"No"
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2006-13",1,2006-05-28 07:33:00,2006-05-28 09:45:00,24610,15.18,45.5676,2.35,19.39036,103.0224,88.2396,72.136,62.1284,39.4716,1859,45.46,1784,43.63,0.4572,0.4572,1.8288,22.6822,10000,15400,696,436,670,30.3,0.115,0.177,0.00799,11.8,18.2,0.822,,,,,593,22.1,962676,7.79195492564476,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2006,"Pre-growing season",0.94,2.82,0.94,1.88,0,0,0.94,0,0,0,0,0,"Previous crop",2.82,"Current post-growing season + pre-growing season",0,"No"
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2006-14",1,2006-05-30 15:29:00,2006-05-30 17:30:00,7255,7.69,9.8298,2.483,3.95732,51.816,35.6616,24.6888,14.6304,7.7724,335.5,1.932,329.6,1.899,0,0,47.3964,54.483,13600,6140,278,452,205,9.26,0.102,0.0462,0.00209,15.7,7.1,0.321,,,,,594,22.1,962676,2.29705944679207,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2006,"Pre-growing season",0.94,2.82,0.94,1.88,0,0,0.94,0,0,0,0,0,"Previous crop",2.82,"Current post-growing season + pre-growing season",0,"No"
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2006-15",1,2006-05-31 07:50:00,2006-05-31 11:15:00,4565,1.38,12.1158,6.3,1.923034,21.9456,20.574,18.288,14.6304,8.9154,336.7,1.939,343.1,1.976,10.0584,10.0584,57.4548,64.5414,2790,794,35.9,312,88.9,4.02,0.293,0.0835,0.00378,4.4,1.25,0.0567,,,,,595,22.1,962676,1.44535856300562,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2006,"Pre-growing season",0.94,2.82,0.94,1.88,0,0,0.94,0,0,0,0,0,"Previous crop",2.82,"Current post-growing season + pre-growing season",0,"No"
"USGS-442916087362600","P2",0,0,0,"Non-Frozen","Storm","2007-1",2,2006-10-04 04:31:00,2006-10-04 12:45:00,3797,1.376,45.974,7.883,5.83184,67.056,57.912,50.8,35.56,27.686,1703,23.84,1648,23.07,0,0.7112,12.5984,21.2852,1530,362,16.4,324,76.8,3.48,0.399,0.0947,0.00428,3.77,0.894,0.0404,,,,,596,22.1,962676,1.20219637759745,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes",,"Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2007,"Post-growing season",,,,,,,,,,,,,"Previous crop",,"Previous growing season + current post-growing season",,
"USGS-443012087362500","P3",0,0,0,"Non-Frozen","Storm","2004-1",2,2003-11-23 09:36:00,2003-11-23 16:16:00,857.6,0.2181,43.7388,12.52,3.49504,30.7848,26.5176,24.0792,16.1544,10.9728,1284,8.167,1312,8.342,0,0,0,0,549,29.4,2.23,,,,0.373,0.0199,0.00151,1.33,0.071,0.00538,,,,,597,13.2,574992,0.45460889890642,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Post-growing season",1,0,0,0,0,,1,1,1,1,1,1,"Previous crop",,"Previous growing season + current post-growing season",1,"Yes"
"USGS-443012087362500","P3",0,0,0,"Frozen","Storm","2004-2",1,2004-02-20 16:35:00,2004-02-21 03:46:00,107.7,0.0158,11.43,14.17,0.806704,5.4864,4.1148,2.7432,2.7432,2.0574,183.4,0.198,215.2,0.2324,0,0,0,0,45,0.302,0.0229,,,,0.25,0.00168,0.000127,0.29,0.00195,0.000148,,,,,598,13.2,574992,0.0570911595291761,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",1,0,0,0,0,,1,1,1,1,1,1,"Previous crop",0,"Current post-growing season + pre-growing season",1,"Yes"
"USGS-443012087362500","P3",1,0,0,"Frozen","Storm","2004-4",10,2004-02-29 17:48:00,2004-03-06 02:36:00,149200,3.3,42.0624,100.2,0.419608,24.6888,19.2024,15.5448,15.0876,11.2014,1029,6.113,1108,6.579,0,0,2.0574,14.4018,30,280,21.2,,,,0.123,1.14,0.0867,0.45,4.19,0.318,,,,,599,13.2,574992,79.0900742966859,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",1,0,0,0,0,,1,1,1,1,1,1,"Previous crop",0,"Current post-growing season + pre-growing season",1,"Yes"
"USGS-443012087362500","P3",0,0,0,"Frozen","Storm","2004-6",1,2004-03-14 08:50:00,2004-03-15 04:02:00,3980,0.3972,5.4864,9.933,0.552196,2.7432,2.7432,1.8288,1.8288,1.6002,84.88,0.06111,97.85,0.07045,0.2286,0.2286,8.6868,50.7492,36,8.95,0.678,,,,0.12,0.0298,0.00226,0.206,0.0512,0.00388,,,,,600,13.2,574992,2.10977544035395,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",1,0,0,0,0,,1,1,1,1,1,1,"Previous crop",0,"Current post-growing season + pre-growing season",1,"Yes"
"USGS-443012087362500","P3",0,0,0,"Non-Frozen","Storm","2004-10",1,2004-03-28 23:53:00,2004-03-29 05:01:00,2121,0.363,20.701,4.9,4.22402,13.716,12.3444,11.176,10.16,7.874,532,2.128,579.6,2.319,0,0,6.6294,11.2014,302,40,3.03,,,,0.19,0.0252,0.00191,1,0.132,0.01,,,,,601,13.2,574992,1.12433007763586,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","Yes","Random tile in waterways","Hortonville silt loam","Moderate-infiltration","Well drained",4,0.31,2004,"Pre-growing season",1,0,0,0,0,,1,1,1,1,1,1,"Previous crop",0,"Current post-growing season + pre-growing season",1,"Yes"
